Sample	Cohort	Fragment Name	Intensity	Metabolite Name
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Citrate 195/115	3602.8	Citrate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Citrate 196/115	1377	Citrate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Citrate 196/116	1333	Citrate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Citrate 197/116	1854	Citrate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 146/41	5209	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 147/41	3839	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 147/42	1324.2	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 148/41	7764.6	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 148/42	2066.8	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 148/43	2063.8	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 149/41	1919.2	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 149/42	1162.6	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 149/43	1757.8	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 150/42	1094	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 150/43	1600	Glutamate
Experimental Sample (S148)	N.  G9 13C-Gln BCH 120min	Glutamate 151/43	1627	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 191/111	2239369.2	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 192/111	445675.6	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 192/112	1311281.4	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 193/112	278899.8	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 193/113	325672.4	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 194/113	17291.4	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 194/114	20822.8	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 195/114	1775	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 195/115	1364	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 196/115	1960	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 196/116	1112	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Citrate 197/116	1189	Citrate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 146/41	8017.4	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 147/41	4136.6	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 147/42	2096.8	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 148/41	10196.2	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 148/42	1562	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 148/43	1843.4	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 149/41	1506.2	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 149/42	1446.2	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 149/43	1192.6	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 150/42	1637	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 150/43	1338	Glutamate
Experimental Sample (S149)	O.  G9 13C-Gln BCH 240min	Glutamate 151/43	1658	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 191/111	792352	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 192/111	37430	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 192/112	174525	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 193/112	710067.6	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 193/113	760581.6	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 194/113	148405.4	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 194/114	165319.8	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 195/114	296810	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 195/115	143770.8	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 196/115	290713.6	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 196/116	97708.4	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Citrate 197/116	96598.2	Citrate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 146/41	13081.2	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 147/41	3032.4	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 147/42	2697.4	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 148/41	2114.6	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 148/42	1869	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 148/43	3987.8	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 149/41	1584.6	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 149/42	1574.8	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 149/43	2207.8	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 150/42	1003	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 150/43	2936	Glutamate
Experimental Sample (S150)	P.  G9 13C-Glc BCH 240min	Glutamate 151/43	2082	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 191/111	3198250.128	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 192/111	42819.8	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 192/112	191581.6	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 193/112	3351.8	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 193/113	25414	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 194/113	3343	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 194/114	3234	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 195/114	1097	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 195/115	1014	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 196/115	1640	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 196/116	2091.8	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Citrate 197/116	1161	Citrate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 146/41	15251.8	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 147/41	2666.4	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 147/42	2219	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 148/41	1724	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 148/42	1366	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 148/43	1132	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 149/41	1167	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 149/42	1331	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 149/43	1803	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 150/42	1825.2	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 150/43	1210	Glutamate
Experimental Sample (S151)	A.  G9 13C-Gln 0min	Glutamate 151/43	1247	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 191/111	4932003.776	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 192/111	73757	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 192/112	260547.2	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 193/112	9268	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 193/113	42448	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 194/113	1123	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 194/114	1723.4	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 195/114	1232	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 195/115	1428	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 196/115	1045	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 196/116	1094	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Citrate 197/116	1078	Citrate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 146/41	13761.2	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 147/41	1262.6	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 147/42	2629.4	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 148/41	1953.8	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 148/42	1646	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 148/43	1007	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 149/41	1619	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 149/42	1924	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 149/43	1460	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 150/42	1369	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 150/43	1911	Glutamate
Experimental Sample (S152)	B.  G9 13C-Gln 5min	Glutamate 151/43	1942	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 191/111	3772766.724	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 192/111	64430.6	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 192/112	283202.8	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 193/112	16650.8	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 193/113	52156.4	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 194/113	2927.2	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 194/114	4186	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 195/114	1981	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 195/115	1929	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 196/115	1044	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 196/116	1469	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Citrate 197/116	1160	Citrate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 146/41	14909.4	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 147/41	1783.8	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 147/42	1311	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 148/41	3672.2	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 148/42	1385	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 148/43	1333	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 149/41	1833	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 149/42	1962.6	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 149/43	1629	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 150/42	1259	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 150/43	1156	Glutamate
Experimental Sample (S153)	C.  G9 13C-Gln 15min	Glutamate 151/43	1968	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 191/111	3632222.76	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 192/111	161421	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 192/112	574261.2	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 193/112	68737	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 193/113	117998.6	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 194/113	9062.6	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 194/114	7211.2	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 195/114	1939.8	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 195/115	3239.6	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 196/115	2230.4	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 196/116	1912.8	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Citrate 197/116	1264	Citrate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 146/41	11372.2	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 147/41	1568.2	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 147/42	2348	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 148/41	7274.8	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 148/42	1628.4	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 148/43	1416	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 149/41	1406.542007	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 149/42	1978.4	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 149/43	1311.2	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 150/42	1208	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 150/43	1509	Glutamate
Experimental Sample (S154)	D.  G9 13C-Gln 30min	Glutamate 151/43	1420	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 191/111	2781762.448	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 192/111	268603	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 192/112	936510.2	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 193/112	147554.6	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 193/113	192905.2	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 194/113	14014	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 194/114	11079.6	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 195/114	2373.8	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 195/115	3198.4	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 196/115	1009	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 196/116	1538	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Citrate 197/116	1162	Citrate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 146/41	8514.6	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 147/41	2168.2	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 147/42	1615.4	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 148/41	8581.6	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 148/42	1995.4	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 148/43	1561.8	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 149/41	1697.6	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 149/42	1612	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 149/43	1655	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 150/42	1333	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 150/43	1595	Glutamate
Experimental Sample (S155)	E.  G9 13C-Gln 60min	Glutamate 151/43	1545	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 191/111	2265557.576	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 192/111	385909.6	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 192/112	1181058.2	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 193/112	177765	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 193/113	231686.4	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 194/113	20533.6	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 194/114	17066	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 195/114	3189.6	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 195/115	2408.2	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 196/115	1109	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 196/116	1036	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Citrate 197/116	1009	Citrate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 146/41	7038.8	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 147/41	2731.6	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 147/42	1388.8	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 148/41	9525.8	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 148/42	2087.8	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 148/43	1710.6	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 149/41	1885.6	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 149/42	1191.6	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 149/43	1815	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 150/42	1490	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 150/43	1188	Glutamate
Experimental Sample (S156)	F.  G9 13C-Gln 120min	Glutamate 151/43	1053	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 191/111	2421518.576	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 192/111	405575	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 192/112	1165038	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 193/112	199394.4	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 193/113	264447	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 194/113	15489.2	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 194/114	18414.6	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 195/114	1545.4	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 195/115	1722	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 196/115	1164	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 196/116	1568	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Citrate 197/116	1864	Citrate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 146/41	7935.6	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 147/41	3515.6	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 147/42	2204.4	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 148/41	9729.6	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 148/42	1455.6	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 148/43	2192.8	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 149/41	1691.8	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 149/42	2312	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 149/43	1218.6	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 150/42	1096	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 150/43	1130	Glutamate
Experimental Sample (S157)	G.  G9 13C-Gln 240min	Glutamate 151/43	2008.6	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 191/111	803080.2	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 192/111	48973.4	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 192/112	195569.4	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 193/112	746769.8	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 193/113	888002.6	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 194/113	205769.6	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 194/114	243686.4	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 195/114	477080.8	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 195/115	201213	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 196/115	492727.8	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 196/116	175132.4	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Citrate 197/116	158199.8	Citrate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 146/41	10970.2	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 147/41	2299	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 147/42	1959.4	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 148/41	1578.2	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 148/42	1629.6	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 148/43	5069.8	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 149/41	1345	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 149/42	1349	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 149/43	2077.4	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 150/42	1459	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 150/43	2716.8	Glutamate
Experimental Sample (S158)	H.  G9 13C-Glc 240min	Glutamate 151/43	2577	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 191/111	3623492.608	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 192/111	55182	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 192/112	197337.8	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 193/112	4146.2	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 193/113	20379.6	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 194/113	1551	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 194/114	1346	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 195/114	1927.4	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 195/115	1107	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 196/115	1715	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 196/116	1302	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Citrate 197/116	1858	Citrate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 146/41	16576.6	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 147/41	2045	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 147/42	1349.8	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 148/41	1052	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 148/42	1763	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 148/43	1190	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 149/41	1284	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 149/42	1370	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 149/43	1234	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 150/42	1305	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 150/43	1213	Glutamate
Experimental Sample (S159)	I.  G9 13C-Gln BCH 0min	Glutamate 151/43	1069	Glutamate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 191/111	5546834.396	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 192/111	80273.6	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 192/112	306712.4	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 193/112	7989	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 193/113	46740.2	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 194/113	1051	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 194/114	4188.2	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 195/114	1543	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 195/115	1580	Citrate
Experimental Sample (S160)	J.  G9 13C-Gln BCH 5min	Citrate 196/115	1528	Citrate
