Sample	Cohort	Fragment Name	Intensity	Metabolite Name
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 148/41	2101.648855	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 148/42	1683	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 148/43	5052	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 149/41	1438.4	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 149/42	2091.4	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 149/43	1774.6	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 150/42	1072	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 150/43	3035.8	Glutamate
Experimental Sample (S206)	H.  G9 13C-Glc 240min	Glutamate 151/43	2020	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 191/111	4518754.184	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 192/111	61528.8	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 192/112	246605	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 193/112	5045.4	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 193/113	39609.8	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 194/113	2338.8	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 194/114	4641.6	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 195/114	1593.4	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 195/115	1869.8	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 196/115	1295	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 196/116	1411	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Citrate 197/116	1861	Citrate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 146/41	19962.4	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 147/41	1869.2	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 147/42	2578	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 148/41	1857.2	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 148/42	1752	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 148/43	1664	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 149/41	1327	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 149/42	1873	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 149/43	1952	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 150/42	1843	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 150/43	1403	Glutamate
Experimental Sample (S207)	I.  G9 13C-Gln BCH 0min	Glutamate 151/43	1349	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 191/111	7260506.052	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 192/111	96283	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 192/112	410140.4	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 193/112	7812.4	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 193/113	54150.4	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 194/113	3561.4	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 194/114	2923.6	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 195/114	1575.4	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 195/115	1403	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 196/115	1548	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 196/116	1869	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Citrate 197/116	1703	Citrate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 146/41	15234.4	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 147/41	1654.4	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 147/42	1240.8	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 148/41	2268.4	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 148/42	1804	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 148/43	1568	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 149/41	1334	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 149/42	1194	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 149/43	1021	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 150/42	1317	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 150/43	1280	Glutamate
Experimental Sample (S208)	J.  G9 13C-Gln BCH 5min	Glutamate 151/43	1131	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 191/111	4901641.832	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 192/111	71514.8	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 192/112	339317.4	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 193/112	28975.4	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 193/113	63839.2	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 194/113	4808	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 194/114	4738	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 195/114	1069	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 195/115	2344.8	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 196/115	1226	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 196/116	1894	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Citrate 197/116	1545	Citrate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 146/41	12867.8	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 147/41	2046.2	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 147/42	1844.2	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 148/41	3004	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 148/42	1434	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 148/43	1506	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 149/41	1465.2	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 149/42	1899	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 149/43	1933	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 150/42	1993	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 150/43	1203	Glutamate
Experimental Sample (S209)	K.  G9 13C-Gln BCH 15min	Glutamate 151/43	1554	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 191/111	4255224.272	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 192/111	208241.4	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 192/112	714331.4	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 193/112	114269.2	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 193/113	165587.4	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 194/113	6620.8	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 194/114	9681.4	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 195/114	4121.8	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 195/115	1919.8	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 196/115	1664	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 196/116	1771	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Citrate 197/116	1003	Citrate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 146/41	8753.6	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 147/41	2044.4	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 147/42	1785.4	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 148/41	6627.2	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 148/42	1184.2	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 148/43	1715.4	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 149/41	1226	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 149/42	1832	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 149/43	1049	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 150/42	1768.6	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 150/43	1065	Glutamate
Experimental Sample (S210)	L.  G9 13C-Gln BCH 30min	Glutamate 151/43	1683	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 191/111	3208349.348	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 192/111	447977	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 192/112	1289907.6	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 193/112	254596.6	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 193/113	317152	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 194/113	19546.2	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 194/114	16095.8	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 195/114	2907.4	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 195/115	4302	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 196/115	1146	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 196/116	1259	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Citrate 197/116	1179	Citrate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 146/41	7391	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 147/41	2274	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 147/42	1403	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 148/41	11084.6	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 148/42	1661.2	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 148/43	1363.2	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 149/41	1913.160582	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 149/42	1594	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 149/43	1294	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 150/42	1210	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 150/43	1574	Glutamate
Experimental Sample (S211)	M.  G9 13C-Gln BCH 60min	Glutamate 151/43	1632.2	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 191/111	2846722.176	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 192/111	614164.2	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 192/112	1698035	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 193/112	347212	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 193/113	421718.2	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 194/113	25149.4	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 194/114	24466.8	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 195/114	4381.2	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 195/115	3578.8	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 196/115	1770.4	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 196/116	1367.4	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Citrate 197/116	1988	Citrate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 146/41	5968.2	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 147/41	2800.8	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 147/42	1102.6	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 148/41	9703.6	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 148/42	1415.2	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 148/43	1598.2	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 149/41	1900.6	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 149/42	1375.4	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 149/43	1115	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 150/42	1477	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 150/43	1882	Glutamate
Experimental Sample (S212)	N.  G9 13C-Gln BCH 120min	Glutamate 151/43	1992	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 191/111	2872581.036	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 192/111	579585.2	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 192/112	1811162	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 193/112	359619.6	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 193/113	442988.6	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 194/113	24325.6	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 194/114	22969.2	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 195/114	4406.2	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 195/115	4633.6	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 196/115	1903	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 196/116	1440	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Citrate 197/116	1073	Citrate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 146/41	7045.173934	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 147/41	3984.2	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 147/42	1502.8	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 148/41	15109.6	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 148/42	1251.2	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 148/43	1253.2	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 149/41	1980.6	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 149/42	1332.4	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 149/43	1421	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 150/42	1644	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 150/43	1438	Glutamate
Experimental Sample (S213)	O.  G9 13C-Gln BCH 240min	Glutamate 151/43	1531.6	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 191/111	1601360.6	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 192/111	79864	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 192/112	344193.4	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 193/112	1326760.6	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 193/113	1401989.2	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 194/113	311219	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 194/114	381881	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 195/114	690580.4	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 195/115	297260.8	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 196/115	638019	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 196/116	176850.2	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Citrate 197/116	181565.8	Citrate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 146/41	16349.6	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 147/41	2471.4	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 147/42	1928.8	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 148/41	2204.4	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 148/42	1390.6	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 148/43	5465.2	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 149/41	1967.8	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 149/42	1165.2	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 149/43	2592.8	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 150/42	1345	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 150/43	3382.2	Glutamate
Experimental Sample (S214)	P.  G9 13C-Glc BCH 240min	Glutamate 151/43	2288.6	Glutamate
Standard Sample (S215)	a std 1 200uM	Citrate 191/111	21071593.46	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 192/111	293237.2	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 192/112	1297670.8	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 193/112	20993.4	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 193/113	187047	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 194/113	3200.4	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 194/114	8801.2	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 195/114	3201.6	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 195/115	1828	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 196/115	2039.4	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 196/116	1385	Citrate
Standard Sample (S215)	a std 1 200uM	Citrate 197/116	1997	Citrate
Standard Sample (S215)	a std 1 200uM	Glutamate 146/41	2720	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 147/41	1289	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 147/42	1492	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 148/41	1297	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 148/42	1150	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 148/43	1581.8	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 149/41	1186	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 149/42	1871	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 149/43	1124	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 150/42	1229	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 150/43	1356	Glutamate
Standard Sample (S215)	a std 1 200uM	Glutamate 151/43	1241	Glutamate
Standard Sample (S216)	b std 2	Citrate 191/111	12868079.49	Citrate
Standard Sample (S216)	b std 2	Citrate 192/111	156017.2	Citrate
Standard Sample (S216)	b std 2	Citrate 192/112	736705	Citrate
Standard Sample (S216)	b std 2	Citrate 193/112	10798	Citrate
Standard Sample (S216)	b std 2	Citrate 193/113	114509.4	Citrate
Standard Sample (S216)	b std 2	Citrate 194/113	2993	Citrate
Standard Sample (S216)	b std 2	Citrate 194/114	7536.2	Citrate
Standard Sample (S216)	b std 2	Citrate 195/114	1279	Citrate
Standard Sample (S216)	b std 2	Citrate 195/115	1858	Citrate
Standard Sample (S216)	b std 2	Citrate 196/115	1026	Citrate
Standard Sample (S216)	b std 2	Citrate 196/116	1419	Citrate
Standard Sample (S216)	b std 2	Citrate 197/116	1557	Citrate
Standard Sample (S216)	b std 2	Glutamate 146/41	2929.4	Glutamate
Standard Sample (S216)	b std 2	Glutamate 147/41	1727.6	Glutamate
Standard Sample (S216)	b std 2	Glutamate 147/42	1688	Glutamate
Standard Sample (S216)	b std 2	Glutamate 148/41	1352	Glutamate
Standard Sample (S216)	b std 2	Glutamate 148/42	1117	Glutamate
Standard Sample (S216)	b std 2	Glutamate 148/43	1585	Glutamate
Standard Sample (S216)	b std 2	Glutamate 149/41	1219	Glutamate
Standard Sample (S216)	b std 2	Glutamate 149/42	1573	Glutamate
Standard Sample (S216)	b std 2	Glutamate 149/43	1464	Glutamate
Standard Sample (S216)	b std 2	Glutamate 150/42	1697	Glutamate
Standard Sample (S216)	b std 2	Glutamate 150/43	1254	Glutamate
Standard Sample (S216)	b std 2	Glutamate 151/43	1479	Glutamate
Standard Sample (S217)	c std 3	Citrate 191/111	7450924.096	Citrate
Standard Sample (S217)	c std 3	Citrate 192/111	92982.8	Citrate
Standard Sample (S217)	c std 3	Citrate 192/112	436162.8	Citrate
Standard Sample (S217)	c std 3	Citrate 193/112	9080.6	Citrate
Standard Sample (S217)	c std 3	Citrate 193/113	58344.8	Citrate
Standard Sample (S217)	c std 3	Citrate 194/113	2047.8	Citrate
Standard Sample (S217)	c std 3	Citrate 194/114	4222.6	Citrate
Standard Sample (S217)	c std 3	Citrate 195/114	1849.066839	Citrate
Standard Sample (S217)	c std 3	Citrate 195/115	1795.8	Citrate
Standard Sample (S217)	c std 3	Citrate 196/115	2275.8	Citrate
Standard Sample (S217)	c std 3	Citrate 196/116	1696	Citrate
Standard Sample (S217)	c std 3	Citrate 197/116	1849	Citrate
Standard Sample (S217)	c std 3	Glutamate 146/41	1844.2	Glutamate
Standard Sample (S217)	c std 3	Glutamate 147/41	1405	Glutamate
Standard Sample (S217)	c std 3	Glutamate 147/42	1169	Glutamate
Standard Sample (S217)	c std 3	Glutamate 148/41	1335	Glutamate
Standard Sample (S217)	c std 3	Glutamate 148/42	1315	Glutamate
Standard Sample (S217)	c std 3	Glutamate 148/43	1140	Glutamate
Standard Sample (S217)	c std 3	Glutamate 149/41	1823	Glutamate
Standard Sample (S217)	c std 3	Glutamate 149/42	1516	Glutamate
Standard Sample (S217)	c std 3	Glutamate 149/43	1759	Glutamate
Standard Sample (S217)	c std 3	Glutamate 150/42	1243	Glutamate
Standard Sample (S217)	c std 3	Glutamate 150/43	1738	Glutamate
Standard Sample (S217)	c std 3	Glutamate 151/43	1482	Glutamate
Standard Sample (S218)	d std 4	Citrate 191/111	3550045.276	Citrate
Standard Sample (S218)	d std 4	Citrate 192/111	39144.4	Citrate
Standard Sample (S218)	d std 4	Citrate 192/112	185198	Citrate
Standard Sample (S218)	d std 4	Citrate 193/112	2893	Citrate
Standard Sample (S218)	d std 4	Citrate 193/113	30503.8	Citrate
Standard Sample (S218)	d std 4	Citrate 194/113	1409.4	Citrate
Standard Sample (S218)	d std 4	Citrate 194/114	2810.2	Citrate
Standard Sample (S218)	d std 4	Citrate 195/114	1618	Citrate
Standard Sample (S218)	d std 4	Citrate 195/115	1291	Citrate
Standard Sample (S218)	d std 4	Citrate 196/115	1870.4	Citrate
Standard Sample (S218)	d std 4	Citrate 196/116	1400	Citrate
Standard Sample (S218)	d std 4	Citrate 197/116	1317	Citrate
Standard Sample (S218)	d std 4	Glutamate 146/41	1857.8	Glutamate
Standard Sample (S218)	d std 4	Glutamate 147/41	1939	Glutamate
Standard Sample (S218)	d std 4	Glutamate 147/42	1011	Glutamate
Standard Sample (S218)	d std 4	Glutamate 148/41	1360	Glutamate
Standard Sample (S218)	d std 4	Glutamate 148/42	1656	Glutamate
Standard Sample (S218)	d std 4	Glutamate 148/43	1689	Glutamate
Standard Sample (S218)	d std 4	Glutamate 149/41	1595	Glutamate
Standard Sample (S218)	d std 4	Glutamate 149/42	1267	Glutamate
Standard Sample (S218)	d std 4	Glutamate 149/43	1302	Glutamate
Standard Sample (S218)	d std 4	Glutamate 150/42	1850.6	Glutamate
Standard Sample (S218)	d std 4	Glutamate 150/43	1558	Glutamate
Standard Sample (S218)	d std 4	Glutamate 151/43	1300	Glutamate
Standard Sample (S219)	e std 5	Citrate 191/111	2095020.456	Citrate
Standard Sample (S219)	e std 5	Citrate 192/111	35926	Citrate
Standard Sample (S219)	e std 5	Citrate 192/112	103308	Citrate
Standard Sample (S219)	e std 5	Citrate 193/112	2384.2	Citrate
Standard Sample (S219)	e std 5	Citrate 193/113	13505.2	Citrate
Standard Sample (S219)	e std 5	Citrate 194/113	1919	Citrate
Standard Sample (S219)	e std 5	Citrate 194/114	2132.4	Citrate
Standard Sample (S219)	e std 5	Citrate 195/114	1530	Citrate
Standard Sample (S219)	e std 5	Citrate 195/115	1816	Citrate
Standard Sample (S219)	e std 5	Citrate 196/115	1085	Citrate
Standard Sample (S219)	e std 5	Citrate 196/116	1842	Citrate
Standard Sample (S219)	e std 5	Citrate 197/116	1594	Citrate
Standard Sample (S219)	e std 5	Glutamate 146/41	2355.6	Glutamate
